city,timestamp,temperature,season
New York,2010-01-01,-2.0801946536253277,winter
New York,2010-01-02,5.5027473772601345,winter
New York,2010-01-03,-1.442986740304753,winter
New York,2010-01-04,0.012336822203944423,winter
New York,2010-01-05,2.239989017884805,winter
New York,2010-01-06,-5.169543022808531,winter
New York,2010-01-07,4.566984947868354,winter
New York,2010-01-08,11.934651697717793,winter
New York,2010-01-09,-10.656899483773172,winter
New York,2010-01-10,5.467723498434496,winter
New York,2010-01-11,-4.566581576979763,winter
New York,2010-01-12,1.8970329528699468,winter
New York,2010-01-13,-2.9875099867350356,winter
New York,2010-01-14,-4.204473837217292,winter
New York,2010-01-15,2.9598961858169033,winter
New York,2010-01-16,4.613088491788552,winter
New York,2010-01-17,-5.536954430061595,winter
New York,2010-01-18,-2.913743227980887,winter
New York,2010-01-19,-1.2411971996814686,winter
New York,2010-01-20,4.621307266235354,winter
New York,2010-01-21,-2.8121856234127147,winter
New York,2010-01-22,-5.052739816354156,winter
New York,2010-01-23,1.0070160808551818,winter
New York,2010-01-24,-0.9968263040678417,winter
New York,2010-01-25,-3.0725959661969258,winter
New York,2010-01-26,8.797201741035007,winter
New York,2010-01-27,-1.2056432035637985,winter
New York,2010-01-28,0.8759633812369705,winter
New York,2010-01-29,5.645418455320572,winter
New York,2010-01-30,0.8767450453530752,winter
New York,2010-01-31,-6.849517084029026,winter
New York,2010-02-01,-6.851689276996192,winter
New York,2010-02-02,-6.046126389509335,winter
New York,2010-02-03,1.7549571740549537,winter
New York,2010-02-04,-3.419009706652698,winter
New York,2010-02-05,-5.490360277796117,winter
New York,2010-02-06,0.5401425809563196,winter
New York,2010-02-07,-11.69962998865114,winter
New York,2010-02-08,-5.670491828398799,winter
New York,2010-02-09,-3.831134651358947,winter
New York,2010-02-10,4.327002052527373,winter
New York,2010-02-11,-0.3049161498176064,winter
New York,2010-02-12,5.820091074186812,winter
New York,2010-02-13,3.458103390059055,winter
New York,2010-02-14,-0.24260167764499002,winter
New York,2010-02-15,8.813077483393823,winter
New York,2010-02-16,-0.5953083712073833,winter
New York,2010-02-17,3.999510523994254,winter
New York,2010-02-18,-6.031216058367928,winter
New York,2010-02-19,3.8607245222587188,winter
New York,2010-02-20,-4.778981066160718,winter
New York,2010-02-21,-3.9619407891440455,winter
New York,2010-02-22,-3.7071660048455044,winter
New York,2010-02-23,5.001887903968342,winter
New York,2010-02-24,-8.020280964251382,winter
New York,2010-02-25,-4.107326218695062,winter
New York,2010-02-26,-3.9848127739665222,winter
New York,2010-02-27,2.675720924706862,winter
New York,2010-02-28,1.6547209382868573,winter
New York,2010-03-01,18.50169313347638,spring
New York,2010-03-02,16.48132459569517,spring
New York,2010-03-03,1.770897543024887,spring
New York,2010-03-04,0.5093982960052852,spring
New York,2010-03-05,5.034005061397859,spring
New York,2010-03-06,6.754516184527745,spring
New York,2010-03-07,8.824690747552117,spring
New York,2010-03-08,19.944868970977353,spring
New York,2010-03-09,-1.9578979416372135,spring
New York,2010-03-10,5.31571170920904,spring
New York,2010-03-11,8.782736682240468,spring
New York,2010-03-12,6.231624164576582,spring
New York,2010-03-13,8.074716661853632,spring
New York,2010-03-14,13.61047326213507,spring
New York,2010-03-15,11.512513527553855,spring
New York,2010-03-16,0.4230660317217172,spring
New York,2010-03-17,4.136380894070805,spring
New York,2010-03-18,13.766323083194461,spring
New York,2010-03-19,10.737882787876238,spring
New York,2010-03-20,7.489923928651149,spring
New York,2010-03-21,8.645627309802387,spring
New York,2010-03-22,13.37457229048467,spring
New York,2010-03-23,9.777925356328504,spring
New York,2010-03-24,11.907020578242088,spring
New York,2010-03-25,9.370989231244245,spring
New York,2010-03-26,11.845486618335816,spring
New York,2010-03-27,14.980724872600497,spring
New York,2010-03-28,0.27723885551963257,spring
New York,2010-03-29,9.134890903451799,spring
New York,2010-03-30,7.506469144386688,spring
New York,2010-03-31,13.988117327825888,spring
New York,2010-04-01,0.843404789145584,spring
New York,2010-04-02,14.631991106845682,spring
New York,2010-04-03,3.6725800783870755,spring
New York,2010-04-04,14.803611584357643,spring
New York,2010-04-05,13.213449263493516,spring
New York,2010-04-06,7.168145606847461,spring
New York,2010-04-07,8.426295945399811,spring
New York,2010-04-08,14.308568441887077,spring
New York,2010-04-09,13.277123898822975,spring
New York,2010-04-10,10.694432978885693,spring
New York,2010-04-11,9.053982356067712,spring
